Id,Time,Value
2022484408,4/26/2016 7:02:48 PM,74
2022484408,4/26/2016 7:02:50 PM,73
2022484408,4/26/2016 7:02:53 PM,73
2022484408,4/26/2016 7:02:56 PM,72
2022484408,4/26/2016 7:02:57 PM,71
2022484408,4/26/2016 7:02:58 PM,71
2022484408,4/26/2016 7:03:01 PM,71
2022484408,4/26/2016 7:03:03 PM,70
2022484408,4/26/2016 7:03:06 PM,70
2022484408,4/26/2016 7:03:09 PM,70
2022484408,4/26/2016 7:03:10 PM,74
2022484408,4/26/2016 7:03:13 PM,74
2022484408,4/26/2016 7:03:16 PM,74
2022484408,4/26/2016 7:03:19 PM,74
2022484408,4/26/2016 7:03:20 PM,75
2022484408,4/26/2016 7:03:23 PM,75
2022484408,4/26/2016 7:03:26 PM,75
2022484408,4/26/2016 7:03:29 PM,75
2022484408,4/26/2016 7:03:32 PM,75
2022484408,4/26/2016 7:03:35 PM,75
2022484408,4/26/2016 7:03:38 PM,75
2022484408,4/26/2016 7:03:40 PM,77
2022484408,4/26/2016 7:03:43 PM,77
2022484408,4/26/2016 7:03:46 PM,77
2022484408,4/26/2016 7:03:49 PM,77
2022484408,4/26/2016 7:03:50 PM,76
2022484408,4/26/2016 7:04:00 PM,77
2022484408,4/26/2016 7:04:03 PM,77
2022484408,4/26/2016 7:04:06 PM,77
2022484408,4/26/2016 7:04:09 PM,77
2022484408,4/26/2016 7:04:10 PM,79
2022484408,4/26/2016 7:04:13 PM,79
2022484408,4/26/2016 7:04:16 PM,79
2022484408,4/26/2016 7:04:19 PM,79
2022484408,4/26/2016 7:04:20 PM,77
2022484408,4/26/2016 7:04:23 PM,77
2022484408,4/26/2016 7:04:26 PM,77
2022484408,4/26/2016 7:04:29 PM,77
2022484408,4/26/2016 7:04:30 PM,75
2022484408,4/26/2016 7:04:33 PM,75
2022484408,4/26/2016 7:04:36 PM,75
2022484408,4/26/2016 7:04:39 PM,76
2022484408,4/26/2016 7:04:42 PM,76
2022484408,4/26/2016 7:04:44 PM,76
2022484408,4/26/2016 7:04:45 PM,75
2022484408,4/26/2016 7:04:48 PM,75
2022484408,4/26/2016 7:04:49 PM,72
2022484408,4/26/2016 7:04:52 PM,72
2022484408,4/26/2016 7:04:53 PM,73
2022484408,4/26/2016 7:04:56 PM,73
2022484408,4/26/2016 7:04:59 PM,73
2022484408,4/26/2016 7:05:00 PM,74
2022484408,4/26/2016 7:05:03 PM,74
2022484408,4/26/2016 7:05:10 PM,75
2022484408,4/26/2016 7:05:13 PM,75
2022484408,4/26/2016 7:05:16 PM,75
2022484408,4/26/2016 7:05:19 PM,75
2022484408,4/26/2016 7:05:22 PM,75
2022484408,4/26/2016 7:05:25 PM,75
2022484408,4/26/2016 7:05:28 PM,75
2022484408,4/26/2016 7:05:31 PM,75
2022484408,4/26/2016 7:05:33 PM,74
2022484408,4/26/2016 7:05:36 PM,74
2022484408,4/26/2016 7:05:39 PM,74
2022484408,4/26/2016 7:05:40 PM,74
2022484408,4/26/2016 7:05:43 PM,74
2022484408,4/26/2016 7:05:46 PM,74
2022484408,4/26/2016 7:05:48 PM,76
2022484408,4/26/2016 7:05:49 PM,76
2022484408,4/26/2016 7:05:52 PM,76
2022484408,4/26/2016 7:05:55 PM,76
2022484408,4/26/2016 7:05:58 PM,76
2022484408,4/26/2016 7:06:00 PM,75
2022484408,4/26/2016 7:06:03 PM,75
2022484408,4/26/2016 7:06:04 PM,74
2022484408,4/26/2016 7:06:07 PM,74
2022484408,4/26/2016 7:06:10 PM,73
2022484408,4/26/2016 7:06:13 PM,73
2022484408,4/26/2016 7:06:14 PM,74
2022484408,4/26/2016 7:06:17 PM,74
2022484408,4/26/2016 7:06:18 PM,74
2022484408,4/26/2016 7:06:19 PM,73
2022484408,4/26/2016 7:06:22 PM,73
2022484408,4/26/2016 7:06:23 PM,74
2022484408,4/26/2016 7:06:24 PM,75
2022484408,4/26/2016 7:06:25 PM,76
2022484408,4/26/2016 7:06:26 PM,77
2022484408,4/26/2016 7:06:27 PM,78
2022484408,4/26/2016 7:06:29 PM,77
2022484408,4/26/2016 7:06:31 PM,77
2022484408,4/26/2016 7:06:34 PM,77
2022484408,4/26/2016 7:06:35 PM,77
2022484408,4/26/2016 7:06:38 PM,77
2022484408,4/26/2016 7:06:39 PM,76
2022484408,4/26/2016 7:06:40 PM,76
2022484408,4/26/2016 7:06:41 PM,77
2022484408,4/26/2016 7:06:43 PM,78
2022484408,4/26/2016 7:06:44 PM,79
2022484408,4/26/2016 7:06:45 PM,80
2022484408,4/26/2016 7:06:46 PM,81
2022484408,4/26/2016 7:06:48 PM,82
2022484408,4/26/2016 7:06:50 PM,83
2022484408,4/26/2016 7:06:52 PM,84
2022484408,4/26/2016 7:06:54 PM,85
2022484408,4/26/2016 7:06:55 PM,86
2022484408,4/26/2016 7:06:57 PM,85
2022484408,4/26/2016 7:06:59 PM,84
2022484408,4/26/2016 7:07:00 PM,84
2022484408,4/26/2016 7:07:02 PM,83
2022484408,4/26/2016 7:07:05 PM,83
2022484408,4/26/2016 7:07:06 PM,82
2022484408,4/26/2016 7:07:07 PM,81
2022484408,4/26/2016 7:07:09 PM,80
2022484408,4/26/2016 7:07:10 PM,79
2022484408,4/26/2016 7:07:12 PM,80
2022484408,4/26/2016 7:07:13 PM,81
2022484408,4/26/2016 7:07:16 PM,81
2022484408,4/26/2016 7:07:19 PM,81
2022484408,4/26/2016 7:07:22 PM,81
2022484408,4/26/2016 7:07:25 PM,81
2022484408,4/26/2016 7:07:28 PM,81
2022484408,4/26/2016 7:07:29 PM,81
2022484408,4/26/2016 7:07:32 PM,81
2022484408,4/26/2016 7:07:35 PM,81
2022484408,4/26/2016 7:07:37 PM,80
2022484408,4/26/2016 7:07:40 PM,80
2022484408,4/26/2016 7:07:43 PM,80
2022484408,4/26/2016 7:07:46 PM,80
2022484408,4/26/2016 7:07:47 PM,81
2022484408,4/26/2016 7:07:49 PM,80
2022484408,4/26/2016 7:07:52 PM,80
2022484408,4/26/2016 7:07:54 PM,79
2022484408,4/26/2016 7:07:57 PM,79
2022484408,4/26/2016 7:07:58 PM,78
2022484408,4/26/2016 7:07:59 PM,78
2022484408,4/26/2016 7:08:02 PM,75
2022484408,4/26/2016 7:08:03 PM,75
2022484408,4/26/2016 7:08:06 PM,75
2022484408,4/26/2016 7:08:09 PM,75
2022484408,4/26/2016 7:08:10 PM,74
2022484408,4/26/2016 7:08:13 PM,74
2022484408,4/26/2016 7:08:16 PM,73
2022484408,4/26/2016 7:08:17 PM,74
2022484408,4/26/2016 7:08:20 PM,74
2022484408,4/26/2016 7:08:23 PM,74
2022484408,4/26/2016 7:08:26 PM,74
2022484408,4/26/2016 7:08:29 PM,74
2022484408,4/26/2016 7:08:30 PM,75
2022484408,4/26/2016 7:08:33 PM,75
2022484408,4/26/2016 7:08:36 PM,75
2022484408,4/26/2016 7:08:39 PM,75
2022484408,4/26/2016 7:08:42 PM,75
2022484408,4/26/2016 7:08:45 PM,75
2022484408,4/26/2016 7:08:48 PM,75
2022484408,4/26/2016 7:08:51 PM,75
2022484408,4/26/2016 7:08:54 PM,75
2022484408,4/26/2016 7:08:57 PM,75
2022484408,4/26/2016 7:09:00 PM,80
2022484408,4/26/2016 7:09:03 PM,80
2022484408,4/26/2016 7:09:05 PM,79
2022484408,4/26/2016 7:09:06 PM,79
2022484408,4/26/2016 7:09:07 PM,79
2022484408,4/26/2016 7:09:10 PM,79
2022484408,4/26/2016 7:09:15 PM,79
2022484408,4/26/2016 7:09:30 PM,75
2022484408,4/26/2016 7:09:40 PM,76
2022484408,4/26/2016 7:09:50 PM,74
2022484408,4/26/2016 7:10:00 PM,76
2022484408,4/26/2016 7:10:10 PM,78
2022484408,4/26/2016 7:10:20 PM,81
2022484408,4/26/2016 7:10:25 PM,80
2022484408,4/26/2016 7:10:30 PM,79
2022484408,4/26/2016 7:10:45 PM,79
2022484408,4/26/2016 7:10:50 PM,78
2022484408,4/26/2016 7:11:05 PM,78
2022484408,4/26/2016 7:11:15 PM,77
2022484408,4/26/2016 7:11:25 PM,76
2022484408,4/26/2016 7:11:30 PM,74
2022484408,4/26/2016 7:11:35 PM,73
2022484408,4/26/2016 7:11:40 PM,72
2022484408,4/26/2016 7:11:55 PM,72
2022484408,4/26/2016 7:12:00 PM,71
2022484408,4/26/2016 7:12:15 PM,71
2022484408,4/26/2016 7:12:20 PM,70
2022484408,4/26/2016 7:12:25 PM,71
2022484408,4/26/2016 7:12:40 PM,71
2022484408,4/26/2016 7:12:45 PM,71
2022484408,4/26/2016 7:12:50 PM,70
2022484408,4/26/2016 7:12:55 PM,69
2022484408,4/26/2016 7:13:05 PM,67
2022484408,4/26/2016 7:13:10 PM,67
2022484408,4/26/2016 7:13:15 PM,67
2022484408,4/26/2016 7:13:25 PM,67
2022484408,4/26/2016 7:13:40 PM,68
2022484408,4/26/2016 7:13:50 PM,69
2022484408,4/26/2016 7:13:55 PM,67
2022484408,4/26/2016 7:14:00 PM,68
2022484408,4/26/2016 7:14:10 PM,70
2022484408,4/26/2016 7:14:20 PM,76
2022484408,4/26/2016 7:14:30 PM,79
2022484408,4/26/2016 7:14:40 PM,79
2022484408,4/26/2016 7:14:55 PM,79
2022484408,4/26/2016 7:15:00 PM,78
2022484408,4/26/2016 7:15:05 PM,79
2022484408,4/26/2016 7:15:20 PM,78
2022484408,4/26/2016 7:15:35 PM,78
2022484408,4/26/2016 7:15:45 PM,78
2022484408,4/26/2016 7:16:00 PM,77
2022484408,4/26/2016 7:16:05 PM,75
2022484408,4/26/2016 7:16:10 PM,76
2022484408,4/26/2016 7:16:15 PM,77
2022484408,4/26/2016 7:16:20 PM,75
2022484408,4/26/2016 7:16:30 PM,77
2022484408,4/26/2016 7:16:40 PM,80
2022484408,4/26/2016 7:16:50 PM,81
2022484408,4/26/2016 7:17:05 PM,81
2022484408,4/26/2016 7:17:20 PM,81
2022484408,4/26/2016 7:17:25 PM,82
2022484408,4/26/2016 7:17:40 PM,83
2022484408,4/26/2016 7:17:45 PM,85
2022484408,4/26/2016 7:18:00 PM,85
2022484408,4/26/2016 7:18:05 PM,82
2022484408,4/26/2016 7:18:10 PM,83
2022484408,4/26/2016 7:18:15 PM,84
2022484408,4/26/2016 7:18:20 PM,82
2022484408,4/26/2016 7:18:25 PM,81
2022484408,4/26/2016 7:18:40 PM,81
2022484408,4/26/2016 7:18:50 PM,82
2022484408,4/26/2016 7:19:05 PM,82
2022484408,4/26/2016 7:19:15 PM,83
2022484408,4/26/2016 7:19:20 PM,89
2022484408,4/26/2016 7:19:25 PM,88
2022484408,4/26/2016 7:19:30 PM,87
2022484408,4/26/2016 7:19:45 PM,87
2022484408,4/26/2016 7:19:50 PM,87
2022484408,4/26/2016 7:19:55 PM,86
2022484408,4/26/2016 7:20:10 PM,86
2022484408,4/26/2016 7:20:25 PM,86
2022484408,4/26/2016 7:20:30 PM,85
2022484408,4/26/2016 7:20:40 PM,87
2022484408,4/26/2016 7:20:45 PM,90
2022484408,4/26/2016 7:21:00 PM,90
2022484408,4/26/2016 7:21:15 PM,87
2022484408,4/26/2016 7:21:20 PM,85
2022484408,4/26/2016 7:21:25 PM,84
2022484408,4/26/2016 7:21:30 PM,86
2022484408,4/26/2016 7:21:45 PM,86
2022484408,4/26/2016 7:21:50 PM,86
2022484408,4/26/2016 7:21:55 PM,85
2022484408,4/26/2016 7:22:00 PM,84
2022484408,4/26/2016 7:22:10 PM,86
2022484408,4/26/2016 7:22:20 PM,88
2022484408,4/26/2016 7:22:25 PM,91
